time, ldr, temp, tsl2561, bh1750
22098,194,31.7,0,1.67
22101,193,31.8,0,1.67
22103,199,31.8,0,1.67
22105,194,31.7,0,1.67
22107,192,31.7,0,1.67
22109,192,31.8,0,1.67
22111,193,31.7,0,1.67
22113,196,31.7,0,1.67
22115,193,31.7,0,1.67
22117,195,31.7,0,1.67
22119,192,31.7,0,1.67
22121,192,31.7,0,1.67
22123,193,31.8,0,1.67
22125,193,31.7,0,1.67
22127,194,31.8,0,1.67
22129,193,31.7,0,1.67
22131,193,31.8,0,1.67
22133,195,31.7,0,1.67
22135,193,31.7,0,1.67
22137,192,31.8,0,1.67
22139,197,31.7,0,1.67
22142,196,31.8,0,1.67
22144,194,31.8,0,1.67
22146,202,31.8,0,1.67
22148,194,31.8,0,1.67
22152,194,31.8,0,1.67
22154,194,31.8,0,1.67
22156,194,31.8,0,1.67
22158,192,31.7,0,1.67
22160,207,31.8,0,1.67
22162,195,31.8,0,1.67
22164,193,31.8,0,1.67
22166,194,31.8,0,1.67
22168,194,31.8,0,1.67
22170,195,31.8,0,1.67
22172,195,31.8,0,1.67
22174,196,31.8,0,1.67
22176,195,31.8,0,1.67
22178,196,31.7,0,1.67
22180,194,31.7,0,1.67
22183,203,31.7,0,1.67
22185,197,31.7,0,1.67
22187,197,31.8,0,1.67
22189,193,31.7,0,1.67
22191,203,31.7,0,1.67
22193,196,31.7,0,1.67
22195,195,31.7,0,1.67
22197,198,31.7,0,1.67
22199,198,31.7,0,1.67
22201,196,31.7,0,1.67
22203,195,31.7,0,1.67
22205,195,31.7,0,1.67
22207,198,31.7,0,1.67
22209,193,31.8,0,1.67
22211,203,31.7,0,1.67
22213,194,31.7,0,1.67
22215,195,31.7,0,1.67
22217,195,31.7,0,1.67
22219,197,31.7,0,1.67
22221,193,31.7,0,1.67
22224,193,31.8,0,1.67
22226,194,31.7,0,1.67
22228,195,31.8,0,1.67
22230,198,31.8,0,1.67
22232,192,31.7,0,1.67
22234,196,31.8,0,1.67
22236,193,31.7,0,1.67
22238,195,31.7,0,1.67
22240,199,31.8,0,1.67
22242,194,31.7,0,1.67
22244,194,31.8,0,1.67
22246,193,31.8,0,1.67
22248,194,31.8,0,1.67
22250,192,31.8,0,1.67
22252,197,31.8,0,1.67
22254,199,31.8,0,1.67
22256,197,31.8,0,1.67
22258,195,31.8,0,1.67
22260,195,31.8,0,1.67
22262,206,31.8,0,1.67
22265,198,31.8,0,1.67
22267,193,31.8,0,1.67
22269,198,31.8,0,1.67
22271,195,31.8,0,1.67
22273,201,31.8,0,1.67
22275,197,31.7,0,1.67
22277,196,31.8,0,1.67
22279,193,31.7,0,1.67
22281,192,31.7,0,1.67
22283,196,31.7,0,1.67
22285,176,31.7,0,1.67
22287,194,31.7,0,1.67
22289,197,31.7,0,1.67
22291,197,31.7,0,1.67
22293,197,31.7,0,1.67
22295,198,31.8,0,1.67
22297,195,31.8,0,1.67
22299,195,31.7,0,1.67
22301,205,31.7,0,1.67
22303,194,31.7,0,1.67
22306,194,31.7,0,1.67
22308,193,31.7,0,1.67
22310,195,31.7,0,1.67
22312,193,31.7,0,1.67
22314,199,31.7,0,1.67
22316,194,31.7,0,1.67
22318,194,31.8,0,1.67
22320,194,31.8,0,1.67
22322,193,31.7,0,1.67
22324,196,31.8,0,1.67
22328,194,31.7,0,1.67
22330,195,31.7,0,1.67
22332,195,31.8,0,1.67
22334,199,31.7,0,1.67
22336,197,31.7,0,1.67
22338,194,31.7,0,1.67
22340,198,31.7,0,1.67
22342,195,31.8,0,1.67
22345,193,31.8,0,1.67
22347,200,31.7,0,1.67
22349,197,31.7,0,1.67
22351,192,31.7,0,1.67
22353,196,31.8,0,1.67
22355,196,31.7,0,1.67
22357,194,31.8,0,1.67
22359,194,31.8,0,1.67
22361,198,31.8,0,1.67
22363,195,31.7,0,1.67
22365,197,31.7,0,1.67
22367,194,31.7,0,1.67
22369,201,31.7,0,1.67
22371,195,31.8,0,1.67
22373,193,31.7,0,1.67
22375,197,31.7,0,1.67
22377,194,31.7,0,1.67
22379,198,31.7,0,1.67
22381,196,31.7,0,1.67
22383,197,31.7,0,1.67
22386,198,31.7,0,1.67
22388,192,31.7,0,1.67
22390,195,31.8,0,1.67
22392,193,31.7,0,1.67
22394,208,31.7,0,1.67
22396,196,31.7,0,1.67
22398,195,31.8,0,1.67
22400,197,31.7,0,1.67
22402,193,31.7,0,1.67
22404,197,31.7,0,1.67
22406,193,31.7,0,1.67
22408,194,31.7,0,1.67
22410,194,31.7,0,1.67
22412,194,31.7,0,1.67
22414,193,31.7,0,1.67
22416,191,31.7,0,1.67
22418,196,31.7,0,1.67
22420,195,31.7,0,1.67
22422,193,31.7,0,1.67
22424,194,31.7,0,1.67
22427,197,31.7,0,1.67
22429,194,31.7,0,1.67
22431,202,31.7,0,1.67
22433,193,31.7,0,1.67
22435,199,31.7,0,1.67
22437,196,31.7,0,1.67
22439,191,31.7,0,1.67
22441,196,31.7,0,1.67
22443,195,31.7,0,1.67
22447,192,31.7,0,1.67
22449,194,31.7,0,1.67
22451,195,31.7,0,1.67
22453,195,31.7,0,1.67
22455,192,31.7,0,1.67
22457,195,31.7,0,1.67
22459,196,31.7,0,1.67
22461,194,31.7,0,1.67
22463,193,31.7,0,1.67
22465,193,31.7,0,1.67
22468,200,31.8,0,1.67
22470,195,31.7,0,1.67
22472,193,31.7,0,1.67
22474,195,31.7,0,1.67
22476,195,31.7,0,1.67
22478,195,31.7,0,1.67
22480,241,31.7,0,1.67
22482,197,31.7,0,1.67
22484,198,31.7,0,1.67
22486,195,31.7,0,1.67
22488,194,31.7,0,1.67
22490,195,31.7,0,1.67
22492,193,31.7,0,1.67
22494,197,31.7,0,1.67
22496,195,31.7,0,1.67
22498,194,31.7,0,1.67
22500,192,31.7,0,1.67
22502,195,31.7,0,1.67
22504,195,31.7,0,1.67
22506,199,31.7,0,1.67
22509,198,31.7,0,1.67
22511,194,31.7,0,1.67
22513,197,31.7,0,1.67
22515,194,31.7,0,1.67
22517,198,31.7,0,1.67
22519,193,31.7,0,1.67
22521,193,31.7,0,1.67
22523,195,31.7,0,1.67
22525,199,31.7,0,1.67
22527,195,31.7,0,1.67
22529,194,31.7,0,1.67
22531,197,31.7,0,1.67
22533,193,31.7,0,1.67
22535,194,31.7,0,1.67
22537,195,31.7,0,1.67
22539,193,31.7,0,1.67
22541,205,31.7,0,1.67
22543,206,31.7,0,1.67
22545,198,31.7,0,1.67
22548,195,31.7,0,1.67
22550,199,31.7,0,1.67
22552,195,31.7,0,1.67
22554,194,31.7,0,1.67
22556,194,31.7,0,1.67
22558,195,31.7,0,1.67
22560,197,31.7,0,1.67
22562,195,31.7,0,1.67
22564,197,31.7,0,1.67
22566,195,31.7,0,1.67
22568,198,31.7,0,1.67
22570,193,31.7,0,1.67
22572,195,31.7,0,1.67
22574,196,31.7,0,1.67
22576,197,31.7,0,1.67
22578,192,31.7,0,1.67
22580,205,31.7,0,1.67
22582,193,31.7,0,1.67
22584,194,31.7,0,1.67
22586,194,31.7,0,1.67
22589,193,31.7,0,1.67
22591,198,31.7,0,1.67
22593,196,31.7,0,1.67
22595,195,31.7,0,1.67
22597,197,31.7,0,1.67
22599,198,31.7,0,1.67
22601,197,31.7,0,1.67
22603,195,31.7,0,1.67
22605,195,31.7,0,1.67
22607,195,31.7,0,1.67
22609,195,31.7,0,1.67
22611,196,31.7,0,1.67
22613,195,31.7,0,1.67
22615,194,31.7,0,1.67
22617,198,31.7,0,1.67
22619,193,31.7,0,1.67
22621,187,31.7,0,1.67
22623,195,31.7,0,1.67
22625,194,31.7,0,1.67
22628,195,31.7,0,1.67
22630,195,31.7,0,1.67
22632,198,31.7,0,1.67
22634,198,31.7,0,1.67
22636,195,31.7,0,1.67
22638,195,31.7,0,1.67
22640,200,31.7,0,1.67
22642,192,31.7,0,1.67
22644,197,31.7,0,1.67
22646,197,31.7,0,1.67
22648,192,31.7,0,1.67
22650,194,31.7,0,1.67
22652,194,31.7,0,1.67
22654,198,31.7,0,1.67
22656,197,31.7,0,1.67
22658,194,31.7,0,1.67
22660,196,31.7,0,1.67
22662,207,31.7,0,1.67
22664,194,31.7,0,1.67
22666,193,31.7,0,1.67
22669,195,31.7,0,1.67
22671,199,31.7,0,1.67
22673,198,31.7,0,1.67
22675,195,31.7,0,1.67
22677,193,31.7,0,1.67
22679,194,31.7,0,1.67
22681,194,31.7,0,1.67
22683,199,31.7,0,1.67
22685,197,31.7,0,1.67
22687,194,31.7,0,1.67
22689,193,31.7,0,1.67
22691,195,31.7,0,1.67
22693,194,31.7,0,1.67
22695,196,31.7,0,1.67
22697,195,31.7,0,1.67
22699,197,31.7,0,1.67
22701,192,31.7,0,1.67
22703,197,31.7,0,1.67
22705,194,31.7,0,1.67
22707,193,31.7,0,1.67
22710,193,31.7,0,1.67
22712,196,31.7,0,1.67
22714,195,31.7,0,1.67
22716,197,31.7,0,1.67
22718,198,31.7,0,1.67
22720,197,31.7,0,1.67
22722,199,31.7,0,1.67
22726,193,31.7,0,1.67
22728,193,31.7,0,1.67
22730,194,31.7,0,1.67
22732,195,31.7,0,1.67
22734,193,31.7,0,1.67
22736,197,31.7,0,1.67
22738,195,31.7,0,1.67
22740,183,31.7,0,1.67
22742,195,31.7,0,1.67
22744,195,31.7,0,1.67
22746,194,31.7,0,1.67
22749,194,31.7,0,1.67
22751,197,31.7,0,1.67
22755,192,31.7,0,1.67
22757,195,31.7,0,1.67
22759,197,31.7,0,1.67
22761,194,31.7,0,1.67
22763,205,31.7,0,1.67
22765,195,31.7,0,1.67
22767,199,31.7,0,1.67
22769,195,31.7,0,1.67
22771,201,31.7,0,1.67
22773,197,31.7,0,1.67
22775,194,31.7,0,1.67
22777,194,31.7,0,1.67
22779,194,31.7,0,1.67
22781,192,31.7,0,1.67
22783,197,31.7,0,1.67
22785,193,31.7,0,1.67
22787,194,31.7,0,1.67
22790,196,31.7,0,1.67
22792,193,31.7,0,1.67
22794,193,31.7,0,1.67
22796,196,31.7,0,1.67
22798,196,31.7,0,1.67
22800,196,31.7,0,1.67
22802,196,31.7,0,1.67
22804,194,31.7,0,1.67
22806,196,31.7,0,1.67
22808,195,31.7,0,1.67
22810,199,31.7,0,1.67
22812,194,31.7,0,1.67
22814,195,31.7,0,1.67
22816,195,31.7,0,1.67
22818,194,31.7,0,1.67
22820,195,31.7,0,1.67
22822,196,31.7,0,1.67
22824,197,31.7,0,1.67
22829,193,31.7,0,1.67
22831,196,31.7,0,1.67
22833,195,31.7,0,1.67
22835,194,31.7,0,1.67
22837,195,31.8,0,1.67
22839,194,31.7,0,1.67
22841,193,31.7,0,1.67
22843,198,31.7,0,1.67
22845,196,31.7,0,1.67
22847,193,31.7,0,1.67
22849,197,31.7,0,1.67
22851,193,31.7,0,1.67
22853,193,31.7,0,1.67
22855,193,31.8,0,1.67
22857,194,31.7,0,1.67
22859,194,31.7,0,1.67
22861,195,31.7,0,1.67
22863,197,31.7,0,1.67
22865,197,31.7,0,1.67
22867,193,31.7,0,1.67
22870,193,31.7,0,1.67
22872,193,31.7,0,1.67
22874,196,31.7,0,1.67
22876,199,31.7,0,1.67
22878,195,31.7,0,1.67
22880,192,31.7,0,1.67
22882,197,31.7,0,1.67
22884,195,31.7,0,1.67
22886,193,31.7,0,1.67
22888,193,31.7,0,1.67
22890,193,31.7,0,1.67
22892,195,31.7,0,1.67
22894,196,31.7,0,1.67
22896,196,31.7,0,1.67
22898,194,31.7,0,1.67
22900,192,31.7,0,1.67
22902,192,31.7,0,1.67
22904,195,31.7,0,1.67
22906,193,31.7,0,1.67
22908,197,31.7,0,1.67
22911,192,31.7,0,1.67
22913,193,31.7,0,1.67
22915,195,31.7,0,1.67
22917,194,31.7,0,1.67
22919,194,31.7,0,1.67
22921,194,31.7,0,1.67
22923,196,31.7,0,1.67
22925,194,31.7,0,1.67
22927,171,31.7,0,1.67
22929,193,31.7,0,1.67
22931,201,31.7,0,1.67
22933,193,31.7,0,1.67
22935,195,31.7,0,1.67
22939,195,31.7,0,1.67
22941,195,31.7,0,1.67
22943,194,31.7,0,1.67
22945,201,31.7,0,1.67
22947,193,31.7,0,1.67
22950,209,31.7,0,1.67
22952,195,31.7,0,1.67
22954,201,31.7,0,1.67
22956,199,31.7,0,1.67
22958,195,31.7,0,1.67
22960,206,31.7,0,1.67
22962,195,31.7,0,1.67
22964,197,31.7,0,1.67
22966,193,31.7,0,1.67
22968,194,31.7,0,1.67
22970,196,31.7,0,1.67
22972,195,31.7,0,1.67
22974,194,31.7,0,1.67
22976,194,31.7,0,1.67
22978,195,31.7,0,1.67
22980,194,31.7,0,1.67
22982,196,31.7,0,1.67
22984,194,31.7,0,1.67
22986,199,31.7,0,1.67
22988,195,31.7,0,1.67
22991,192,31.7,0,1.67
22993,199,31.7,0,1.67
22995,194,31.7,0,1.67
22997,194,31.7,0,1.67
22999,195,31.7,0,1.67
23001,195,31.7,0,1.67
23003,195,31.7,0,1.67
23005,194,31.7,0,1.67
23007,195,31.7,0,1.67
23009,208,31.7,0,1.67
23011,196,31.7,0,1.67
23013,194,31.7,0,1.67
23015,196,31.7,0,1.67
23017,194,31.7,0,1.67
23019,203,31.7,0,1.67
23021,194,31.7,0,1.67
23023,197,31.7,0,1.67
23025,195,31.7,0,1.67
23027,218,31.7,0,1.67
23030,194,31.7,0,1.67
23032,195,31.7,0,1.67
23034,193,31.7,0,1.67
23036,192,31.7,0,1.67
23038,196,31.7,0,1.67
23040,194,31.7,0,1.67
23042,194,31.7,0,1.67
23044,198,31.7,0,1.67
23046,191,31.7,0,1.67
23048,195,31.7,0,1.67
23050,200,31.7,0,1.67
23052,193,31.7,0,1.67
23054,202,31.7,0,1.67
23056,193,31.7,0,1.67
23058,193,31.7,0,1.67
23060,192,31.7,0,1.67
23062,195,31.7,0,1.67
23064,194,31.7,0,1.67
23066,194,31.7,0,1.67
23068,209,31.7,0,1.67
23071,197,31.7,0,1.67
23073,193,31.7,0,1.67
23075,194,31.7,0,1.67
23077,194,31.7,0,1.67
23079,197,31.7,0,1.67
23081,192,31.8,0,1.67
23083,199,31.8,0,1.67
23085,195,31.7,0,1.67
23087,193,31.8,0,1.67
23089,197,31.8,0,1.67
23091,199,31.7,0,1.67
23093,195,31.7,0,1.67
23095,196,31.8,0,1.67
23097,195,31.7,0,1.67
23099,198,31.8,0,1.67
23101,199,31.8,0,1.67
23103,195,31.8,0,1.67
23105,198,31.8,0,1.67
23107,195,31.7,0,1.67
23109,190,31.7,0,1.67
23112,195,31.8,0,1.67
23114,195,31.7,0,1.67
23116,192,31.8,0,1.67
23118,195,31.7,0,1.67
23120,194,31.7,0,1.67
23122,194,31.7,0,1.67
23124,195,31.7,0,1.67
23126,194,31.8,0,1.67
23128,195,31.7,0,1.67
23130,194,31.7,0,1.67
23132,197,31.7,0,1.67
23134,195,31.7,0,1.67
23136,194,31.7,0,1.67
23138,196,31.7,0,1.67
23140,199,31.7,0,1.67
23142,193,31.7,0,1.67
23144,193,31.7,0,1.67
23146,194,31.7,0,1.67
23148,192,31.7,0,1.67
23151,194,31.7,0,1.67
23153,194,31.7,0,1.67
23155,195,31.7,0,1.67
23157,192,31.7,0,1.67
23159,198,31.7,0,1.67
23161,194,31.7,0,1.67
23163,206,31.7,0,1.67
23165,193,31.7,0,1.67
23167,193,31.7,0,1.67
23169,196,31.7,0,1.67
23171,202,31.7,0,1.67
23173,194,31.7,0,1.67
23175,198,31.7,0,1.67
23177,195,31.8,0,1.67
23179,194,31.7,0,1.67
23181,192,31.7,0,1.67
23183,200,31.8,0,1.67
23185,199,31.7,0,1.67
23187,198,31.7,0,1.67
23189,196,31.7,0,1.67
23192,175,31.7,0,1.67
23194,194,31.7,0,1.67
23196,196,31.8,0,1.67
23198,197,31.7,0,1.67
23200,193,31.8,0,1.67
23202,196,31.7,0,1.67
23204,195,31.8,0,1.67
23206,195,31.8,0,1.67
23208,192,31.7,0,1.67
23210,198,31.8,0,1.67
23212,193,31.8,0,1.67
23214,195,31.8,0,1.67
23216,195,31.8,0,1.67
23218,194,31.7,0,1.67
23220,196,31.7,0,0.83
23222,198,31.7,0,1.67
23224,197,31.8,0,1.67
23226,195,31.8,0,1.67
23228,194,31.8,0,1.67
23231,193,31.7,0,1.67
23233,192,31.7,0,1.67
23235,197,31.8,0,1.67
23237,197,31.8,0,1.67
23239,194,31.7,0,1.67
23241,194,31.7,0,1.67
23243,198,31.7,0,1.67
23245,204,31.7,0,1.67
23247,195,31.8,0,1.67
23249,195,31.8,0,1.67
23251,194,31.7,0,1.67
23253,196,31.7,0,1.67
23255,194,31.8,0,1.67
23257,195,31.8,0,1.67
23259,198,31.7,0,1.67
23261,196,31.8,0,1.67
23263,193,31.7,0,0.83
23265,196,31.7,0,1.67
23267,193,31.7,0,1.67
23269,195,31.7,0,1.67
23272,195,31.7,0,1.67
23274,194,31.7,0,1.67
23276,194,31.8,0,1.67
23278,191,31.8,0,1.67
23280,196,31.8,0,1.67
23282,196,31.8,0,1.67
23284,194,31.8,0,1.67
23288,196,31.7,0,1.67
23290,197,31.8,0,1.67
23292,198,31.7,0,1.67
23294,195,31.7,0,1.67
23296,190,31.7,0,1.67
23298,197,31.7,0,0.83
23300,195,31.7,0,1.67
23302,193,31.8,0,1.67
23304,196,31.7,0,1.67
23306,195,31.8,0,1.67
23308,195,31.7,0,0.83
23310,197,31.7,0,0.83
23313,196,31.7,0,1.67
23315,195,31.7,0,0.83
23317,199,31.7,0,1.67
23319,201,31.7,0,1.67
23321,195,31.7,0,0.83
23323,194,31.7,0,1.67
23325,193,31.7,0,1.67
23327,194,31.7,0,1.67
23329,201,31.7,0,1.67
23331,193,31.7,0,1.67
23333,198,31.7,0,1.67
23335,197,31.7,0,1.67
23337,195,31.7,0,1.67
23339,197,31.7,0,1.67
23341,197,31.7,0,0.83
23343,197,31.7,0,1.67
23345,195,31.7,0,1.67
23347,194,31.7,0,1.67
23349,195,31.7,0,1.67
23352,195,31.7,0,1.67
23354,196,31.7,0,0.83
23356,203,31.7,0,1.67
23358,199,31.7,0,1.67
23360,193,31.7,0,0.83
23362,195,31.7,0,0.83
23364,195,31.7,0,1.67
23366,193,31.7,0,1.67
23368,193,31.7,0,0.83
23370,194,31.7,0,1.67
23372,197,31.7,0,1.67
23374,193,31.7,0,1.67
23376,196,31.7,0,1.67
23378,194,31.7,0,1.67
23380,199,31.7,0,1.67
23382,198,31.7,0,1.67
23384,194,31.7,0,1.67
23386,194,31.7,0,1.67
23388,193,31.7,0,0.83
23390,195,31.7,0,1.67
23393,194,31.7,0,1.67
23395,196,31.7,0,1.67
23397,195,31.7,0,1.67
23399,193,31.7,0,1.67
23401,195,31.7,0,0.83
23403,192,31.7,0,1.67
23405,196,31.7,0,1.67
23407,195,31.7,0,1.67
23409,195,31.7,0,1.67
23411,197,31.7,0,1.67
23413,198,31.7,0,1.67
23415,195,31.7,0,1.67
23417,197,31.7,0,0.83
23419,193,31.7,0,1.67
23421,201,31.7,0,1.67
23423,195,31.7,0,1.67
23425,194,31.7,0,1.67
23427,193,31.7,0,0.83
23429,195,31.7,0,1.67
23431,193,31.7,0,1.67
23434,195,31.7,0,1.67
23436,197,31.7,0,1.67
23438,197,31.7,0,1.67
23440,193,31.7,0,1.67
23442,201,31.7,0,0.83
23444,193,31.7,0,0.83
23446,194,31.7,0,1.67
23448,193,31.7,0,0.83
23450,194,31.7,0,1.67
23452,193,31.7,0,1.67
23454,193,31.7,0,1.67
23456,199,31.7,0,1.67
23460,196,31.7,0,1.67
23462,197,31.7,0,1.67
23464,194,31.7,0,1.67
23466,194,31.7,0,1.67
23468,198,31.7,0,1.67
23470,197,31.7,0,1.67
23473,195,31.7,0,1.67
23475,193,31.7,0,0.83
23477,194,31.7,0,1.67
23479,192,31.7,0,1.67
23481,193,31.7,0,1.67
23483,194,31.7,0,1.67
23485,201,31.7,0,1.67
23487,193,31.7,0,1.67
23489,195,31.7,0,1.67
23491,193,31.7,0,1.67
23493,199,31.7,0,1.67
23495,194,31.7,0,1.67
23497,193,31.7,0,1.67
23499,197,31.7,0,1.67
23501,194,31.7,0,1.67
23503,198,31.7,0,1.67
23505,195,31.7,0,1.67
23507,194,31.7,0,1.67
23509,196,31.7,0,1.67
23511,195,31.7,0,1.67
23514,196,31.7,0,1.67
23516,195,31.7,0,1.67
23518,196,31.7,0,1.67
23520,193,31.7,0,1.67
23522,199,31.7,0,1.67
23524,194,31.7,0,1.67
23526,195,31.7,0,1.67
23528,196,31.7,0,1.67
23530,198,31.7,0,1.67
23532,195,31.7,0,1.67
23534,193,31.7,0,1.67
23536,194,31.7,0,1.67
23538,197,31.7,0,1.67
23540,197,31.7,0,1.67
23542,194,31.7,0,1.67
23544,202,31.7,0,1.67
23546,198,31.7,0,0.83
23548,201,31.7,0,1.67
23550,195,31.7,0,1.67
23552,191,31.7,0,1.67
23555,193,31.7,0,0.83
23557,196,31.7,0,1.67
23559,194,31.7,0,0.83
23561,198,31.7,0,1.67
23563,195,31.7,0,1.67
23565,196,31.7,0,1.67
23567,195,31.7,0,0.83
23569,193,31.7,0,1.67
23571,196,31.7,0,1.67
23573,195,31.7,0,1.67
23575,195,31.7,0,1.67
23577,196,31.7,0,0.83
23579,199,31.7,0,1.67
23581,196,31.7,0,0.83
23583,194,31.7,0,1.67
23585,199,31.7,0,1.67
23587,198,31.7,0,1.67
23589,198,31.7,0,1.67
23591,193,31.7,0,1.67
23594,195,31.7,0,1.67
23596,195,31.7,0,1.67
23598,197,31.7,0,0.83
23600,194,31.7,0,1.67
23602,194,31.7,0,1.67
23604,195,31.7,0,1.67
23606,200,31.7,0,0.83
23608,193,31.7,0,1.67
23610,195,31.7,0,1.67
23612,192,31.7,0,1.67
23614,197,31.7,0,1.67
23616,194,31.7,0,1.67
23618,195,31.7,0,1.67
23620,198,31.7,0,1.67
23622,201,31.7,0,1.67
23624,193,31.7,0,0.83
23626,197,31.7,0,1.67
23628,197,31.7,0,0.83
23630,192,31.7,0,0.83
23632,195,31.7,0,1.67
23635,197,31.7,0,0.83
23637,195,31.7,0,1.67
23639,195,31.7,0,0.83
23641,194,31.7,0,1.67
23643,196,31.7,0,0.83
23645,201,31.7,0,1.67
23647,195,31.7,0,0.83
23649,193,31.7,0,0.83
23651,197,31.7,0,1.67
23653,194,31.7,0,1.67
23655,197,31.7,0,1.67
23657,198,31.7,0,1.67
23659,195,31.7,0,1.67
23661,195,31.7,0,0.83
23663,195,31.7,0,1.67
23665,195,31.7,0,0.83
23667,192,31.7,0,0.83
23669,196,31.7,0,0.83
23671,192,31.7,0,1.67
23673,194,31.7,0,0.83
23676,197,31.7,0,1.67
23678,198,31.7,0,1.67
23680,197,31.7,0,1.67
23682,197,31.7,0,1.67
23684,202,31.7,0,1.67
23686,197,31.7,0,0.83
23688,195,31.7,0,1.67
23690,207,31.7,0,1.67
23692,195,31.7,0,1.67
23694,198,31.7,0,0.83
23696,194,31.7,0,0.83
23698,195,31.7,0,1.67
23700,197,31.7,0,1.67
23702,198,31.7,0,1.67
23704,197,31.7,0,1.67
23706,195,31.7,0,1.67
23708,189,31.7,0,0.83
23710,199,31.7,0,1.67
23712,196,31.7,0,0.83
23715,195,31.7,0,0.83
23717,201,31.7,0,0.83
23719,205,31.7,0,0.83
23721,197,31.7,0,1.67
23723,197,31.7,0,0.83
23725,196,31.7,0,0.83
23727,195,31.7,0,1.67
23729,195,31.7,0,1.67
23731,197,31.7,0,1.67
23733,199,31.7,0,1.67
23735,195,31.7,0,0.83
23737,198,31.7,0,0.83
23739,202,31.7,0,0.83
23741,198,31.7,0,1.67
23743,194,31.7,0,1.67
23745,197,31.7,0,1.67
23747,195,31.7,0,0.83
23749,195,31.7,0,0.83
23751,197,31.7,0,0.83
23753,194,31.7,0,0.83
23756,199,31.7,0,1.67
23758,197,31.7,0,0.83
23760,195,31.7,0,0.83
23762,197,31.7,0,0.83
23764,204,31.7,0,0.83
23766,195,31.7,0,0.83
23768,194,31.7,0,0.83
23770,196,31.7,0,0.83
23772,197,31.7,0,0.83
23774,202,31.7,0,1.67
23776,196,31.7,0,0.83
23778,195,31.7,0,0.83
23780,195,31.7,0,0.83
23782,195,31.7,0,0.83
23784,195,31.7,0,0.83
23786,193,31.7,0,1.67
23788,198,31.8,0,0.83
23790,199,31.7,0,1.67
23792,195,31.7,0,1.67
23794,195,31.7,0,1.67
23797,202,31.7,0,1.67
23799,194,31.7,0,1.67
23801,201,31.7,0,1.67
23803,195,31.7,0,1.67
23805,192,31.7,0,1.67
23809,199,31.7,0,1.67
23811,194,31.7,0,0.83
23813,200,31.7,0,0.83
23815,195,31.7,0,0.83
23817,194,31.7,0,1.67
23819,195,31.7,0,1.67
23821,205,31.7,0,0.83
23823,194,31.7,0,0.83
23825,197,31.7,0,0.83
23827,193,31.7,0,1.67
23829,196,31.7,0,1.67
23831,193,31.7,0,1.67
23833,198,31.7,0,0.83
23836,201,31.7,0,0.83
23838,198,31.7,0,1.67
23840,197,31.7,0,1.67
23842,195,31.7,0,1.67
23844,203,31.7,0,1.67
23846,192,31.7,0,1.67
23848,198,31.7,0,0.83
23850,179,31.7,0,0.83
23852,195,31.7,0,0.83
23854,197,31.7,0,0.83
23856,195,31.7,0,0.83
23858,195,31.7,0,1.67
23860,195,31.7,0,0.83
23862,199,31.7,0,0.83
23864,195,31.7,0,0.83
23866,196,31.7,0,0.83
23870,195,31.7,0,0.83
23872,195,31.7,0,1.67
23874,202,31.7,0,0.83
23877,194,31.7,0,0.83
23879,197,31.7,0,1.67
23881,195,31.7,0,0.83
23883,194,31.7,0,0.83
23885,197,31.7,0,0.83
23887,192,31.7,0,1.67
23889,196,31.7,0,1.67
23891,195,31.7,0,0.83
23893,195,31.7,0,0.83
23895,194,31.7,0,0.83
23897,197,31.7,0,1.67
23899,197,31.7,0,0.83
23901,198,31.7,0,1.67
23903,198,31.7,0,0.83
23905,197,31.7,0,1.67
23907,196,31.7,0,1.67
23909,224,31.7,0,0.83
23911,202,31.7,0,0.83
23913,195,31.7,0,0.83
23915,198,31.7,0,0.83
23918,195,31.7,0,0.83
23920,195,31.7,0,1.67
23922,197,31.7,0,0.83
23924,215,31.7,0,1.67
23926,195,31.7,0,1.67
23928,190,31.7,0,0.83
23930,194,31.7,0,1.67
23932,196,31.7,0,0.83
23934,198,31.7,0,0.83
23936,201,31.7,0,0.83
23938,196,31.7,0,0.83
23940,197,31.7,0,0.83
23942,196,31.7,0,1.67
23944,195,31.7,0,1.67
23946,172,31.7,0,1.67
23948,197,31.7,0,1.67
23950,194,31.7,0,0.83
23952,198,31.7,0,0.83
23954,195,31.7,0,1.67
23957,195,31.7,0,0.83
23959,193,31.7,0,0.83
23961,199,31.7,0,0.83
23963,199,31.7,0,0.83
23965,198,31.7,0,0.83
23967,196,31.7,0,1.67
23969,193,31.7,0,0.83
23971,195,31.7,0,1.67
23973,196,31.7,0,1.67
23975,194,31.7,0,0.83
23977,196,31.7,0,0.83
23979,197,31.7,0,1.67
23981,195,31.7,0,0.83
23983,194,31.7,0,0.83
23985,199,31.7,0,1.67
23987,200,31.7,0,1.67
23989,195,31.7,0,0.83
23991,208,31.7,0,0.83
23993,198,31.7,0,1.67
23995,201,31.7,0,1.67
23998,192,31.7,0,1.67
24000,197,31.7,0,0.83
24002,193,31.7,0,1.67
24004,194,31.7,0,0.83
24006,196,31.7,0,0.83
24008,195,31.7,0,1.67
24010,196,31.7,0,1.67
24012,195,31.7,0,1.67
24014,195,31.7,0,1.67
24016,197,31.7,0,0.83
24018,203,31.7,0,1.67
24020,196,31.7,0,0.83
24022,193,31.7,0,1.67
24024,200,31.7,0,0.83
24026,197,31.7,0,1.67
24028,198,31.7,0,1.67
24030,197,31.7,0,1.67
