time, ldr, temp, tsl2561, bh1750
14034,2775,32.1,27,36.67
14036,2771,32.1,27,36.67
14038,2773,32.1,27,36.67
14040,2774,32.1,27,36.67
14042,2775,32.1,27,36.67
14044,2775,32.1,27,36.67
14046,2773,32.1,27,36.67
14048,2770,32.1,27,36.67
14050,2772,32.1,27,36.67
14052,2774,32.1,27,36.67
14056,2775,32.1,27,36.67
14058,2774,32.1,27,36.67
14061,2774,32.1,27,36.67
14063,2775,32.1,27,36.67
14065,2775,32.1,27,36.67
14067,2775,32.1,27,36.67
14069,2774,32.1,27,36.67
14071,2775,32.1,27,36.67
14073,2775,32.1,27,36.67
14075,2775,32.1,27,36.67
14077,2771,32.1,27,36.67
14079,2779,32.1,27,36.67
14081,2774,32.1,27,36.67
14083,2775,32.1,27,36.67
14085,2775,32.1,27,36.67
14087,2775,32.1,27,36.67
14089,2775,32.1,27,36.67
14091,2774,32.1,27,36.67
14093,2775,32.1,27,36.67
14095,2771,32.1,27,36.67
14097,2770,32.1,27,36.67
14099,2775,32.1,27,36.67
14102,2775,32.1,27,36.67
14104,2771,32.1,27,36.67
14106,2773,32.1,27,36.67
14108,2778,32.1,27,36.67
14110,2777,32.1,27,36.67
14112,2774,32.1,27,36.67
14114,2773,32.1,27,36.67
14116,2778,32.1,27,36.67
14118,2775,32.1,27,36.67
14120,2775,32.1,27,36.67
14122,2771,32.1,27,36.67
14124,2781,32.1,27,36.67
14126,2775,32.1,27,36.67
14128,2773,32.1,27,36.67
14130,2774,32.1,27,36.67
14132,2775,32.1,27,36.67
14134,2775,32.1,27,36.67
14136,2774,32.1,27,36.67
14138,2779,32.1,27,36.67
14140,2773,32.1,27,36.67
14143,2770,32.1,27,36.67
14145,2778,32.1,27,36.67
14147,2773,32.1,27,36.67
14149,2783,32.1,27,36.67
14151,2775,32.1,27,36.67
14153,2774,32.1,27,36.67
14155,2773,32.1,27,36.67
14157,2774,32.1,27,36.67
14159,2774,32.1,27,36.67
14161,2771,32.1,27,36.67
14163,2775,32.1,27,36.67
14165,2772,32.1,27,36.67
14167,2775,32.1,27,36.67
14169,2774,32.1,27,36.67
14171,2777,32.1,27,36.67
14173,2780,32.1,27,36.67
14175,2773,32.1,27,36.67
14177,2776,32.1,27,36.67
14179,2777,32.1,27,36.67
14181,2779,32.1,27,36.67
14184,2773,32.1,27,36.67
14186,2777,32.1,27,36.67
14188,2775,32.1,27,36.67
14190,2773,32.1,27,36.67
14192,2777,32.1,27,36.67
14194,2774,32.1,27,36.67
14196,2774,32.1,27,36.67
14198,2773,32.1,27,36.67
14200,2779,32.1,27,36.67
14202,2775,32.1,27,36.67
14204,2775,32.1,27,36.67
14206,2777,32.1,27,36.67
14208,2779,32.1,27,36.67
14210,2778,32.1,27,36.67
14212,2774,32.1,27,36.67
14214,2780,32.1,27,36.67
14216,2774,32.1,27,36.67
14218,2778,32.1,27,36.67
14220,2778,32.1,27,36.67
14222,2773,32.1,27,36.67
14225,2777,32.1,27,36.67
14227,2777,32.1,27,36.67
14229,2775,32.1,27,36.67
14231,2774,32.1,27,36.67
14233,2780,32.1,27,36.67
14235,2773,32.1,27,36.67
14237,2776,32.1,27,36.67
14239,2777,32.1,27,36.67
14241,2774,32.1,27,36.67
14243,2773,32.1,27,36.67
14245,2778,32.1,27,36.67
14247,2775,32.1,27,36.67
14249,2775,32.1,27,36.67
14251,2776,32.1,27,36.67
14253,2769,32.1,27,36.67
14255,2773,32.1,27,36.67
14257,2784,32.1,27,36.67
14259,2775,32.1,27,36.67
14261,2775,32.1,27,36.67
14263,2775,32.1,27,36.67
14266,2775,32.1,27,36.67
14268,2774,32.1,27,36.67
14270,2775,32.1,27,36.67
14272,2773,32.1,27,36.67
14274,2775,32.1,27,36.67
14276,2779,32.1,27,36.67
14278,2775,32.1,27,36.67
14280,2771,32.1,27,36.67
14282,2773,32.1,27,36.67
14286,2777,32.1,27,36.67
14288,2775,32.1,27,36.67
14290,2771,32.1,27,36.67
14292,2771,32.1,27,36.67
14294,2773,32.1,27,36.67
14296,2772,32.1,27,36.67
14298,2772,32.1,27,36.67
14300,2774,32.1,27,36.67
14302,2771,32.1,27,36.67
14304,2773,32.1,27,36.67
14307,2774,32.1,27,36.67
14309,2775,32.1,27,36.67
14311,2774,32.1,27,36.67
14313,2771,32.1,27,36.67
14315,2777,32.1,27,36.67
14317,2774,32.1,27,36.67
14319,2774,32.1,27,36.67
14321,2772,32.1,27,36.67
14323,2769,32.1,27,36.67
14325,2775,32.1,27,36.67
14327,2774,32.1,27,36.67
14329,2773,32.1,27,36.67
14331,2773,32.1,27,36.67
14333,2777,32.1,27,36.67
14335,2773,32.1,27,36.67
14337,2774,32.1,27,36.67
14339,2775,32.1,27,36.67
14341,2777,32.1,27,36.67
14343,2771,32.1,27,36.67
14345,2775,32.1,27,36.67
14348,2775,32.1,27,36.67
14350,2775,32.1,27,36.67
14352,2774,32.1,27,36.67
14354,2773,32.1,27,36.67
14356,2775,32.1,27,36.67
14358,2770,32.1,27,36.67
14360,2773,32.1,27,36.67
14362,2773,32.1,27,36.67
14364,2774,32.1,27,36.67
14366,2774,32.1,27,36.67
14368,2778,32.1,27,36.67
14370,2775,32.1,27,36.67
14372,2775,32.1,27,36.67
14374,2774,32.1,27,36.67
14376,2773,32.1,27,36.67
14378,2773,32.1,27,36.67
14380,2771,32.1,27,36.67
14382,2771,32.1,27,36.67
14384,2775,32.1,27,36.67
14386,2775,32.1,27,36.67
14389,2772,32.1,27,36.67
14391,2776,32.1,27,36.67
14393,2775,32.1,27,36.67
14395,2777,32.1,27,36.67
14397,2775,32.1,27,36.67
14399,2775,32.1,27,36.67
14401,2779,32.1,27,36.67
14403,2775,32.1,27,36.67
14405,2775,32.1,27,36.67
14407,2773,32.1,27,36.67
14409,2770,32.1,27,36.67
14411,2773,32.1,27,36.67
14413,2774,32.1,27,36.67
14415,2777,32.1,27,36.67
14417,2774,32.1,27,36.67
14419,2771,32.1,27,36.67
14421,2771,32.1,27,36.67
14423,2775,32.1,27,36.67
14425,2778,32.1,27,36.67
14427,2775,32.1,27,36.67
14430,2772,32.1,27,36.67
14432,2774,32.1,27,36.67
14434,2777,32.1,27,36.67
14436,2771,32.1,27,36.67
14438,2775,32.1,27,36.67
14440,2774,32.1,27,36.67
14442,2777,32.1,27,36.67
14444,2774,32.1,27,36.67
14446,2773,32.1,27,36.67
14448,2774,32.1,27,36.67
14450,2774,32.1,27,36.67
14452,2774,32.1,27,36.67
14454,2773,32.1,27,36.67
14456,2775,32.1,27,36.67
14458,2774,32.1,27,36.67
14460,2771,32.1,27,36.67
14462,2771,32.1,27,36.67
14464,2769,32.1,27,36.67
14466,2773,32.1,27,36.67
14468,2774,32.1,27,36.67
14471,2774,32.1,27,36.67
14473,2771,32.1,27,36.67
14475,2782,32.1,27,36.67
14477,2773,32.1,27,36.67
14479,2781,32.1,27,36.67
14481,2775,32.1,27,36.67
14483,2777,32.1,27,36.67
14485,2777,32.1,27,36.67
14487,2777,32.1,27,36.67
14489,2774,32.1,27,36.67
14491,2773,32.1,27,36.67
14493,2777,32.1,27,36.67
14495,2773,32.1,27,36.67
14497,2774,32.1,27,36.67
14499,2775,32.1,27,36.67
14501,2773,32.1,27,36.67
14503,2778,32.1,27,36.67
14505,2770,32.1,27,36.67
14507,2768,32.1,27,36.67
14509,2772,32.1,27,36.67
14512,2775,32.1,27,36.67
14514,2774,32.1,27,36.67
14516,2774,32.1,27,36.67
14518,2775,32.1,27,36.67
14520,2772,32.1,27,36.67
14522,2777,32.1,27,36.67
14524,2774,32.1,27,36.67
14526,2775,32.1,27,36.67
14528,2775,32.1,27,36.67
14530,2775,32.1,27,36.67
14532,2777,32.1,27,36.67
14534,2771,32.1,27,36.67
14536,2773,32.1,27,36.67
14538,2775,32.1,27,36.67
14540,2778,32.1,27,36.67
14542,2778,32.1,27,36.67
14544,2775,32.1,27,36.67
14546,2772,32.1,27,36.67
14548,2774,32.1,27,36.67
14550,2774,32.1,27,36.67
14553,2775,32.1,27,36.67
14555,2772,32.1,27,36.67
14557,2774,32.1,27,36.67
14559,2782,32.1,27,36.67
14561,2770,32.1,27,36.67
14563,2771,32.1,27,36.67
14565,2777,32.1,27,36.67
14567,2773,32.1,27,36.67
14569,2773,32.1,27,36.67
14571,2777,32.1,27,36.67
14573,2770,32.1,27,36.67
14575,2773,32.1,27,36.67
14577,2776,32.1,27,36.67
14579,2777,32.1,27,36.67
14581,2773,32.1,27,36.67
14583,2774,32.1,27,36.67
14585,2774,32.1,27,36.67
14587,2773,32.1,27,36.67
14589,2774,32.1,27,36.67
14591,2772,32.1,27,36.67
14594,2771,32.1,27,36.67
14596,2775,32.1,27,36.67
14598,2774,32.1,27,36.67
14600,2773,32.1,27,36.67
14602,2775,32.1,27,36.67
14604,2775,32.1,27,36.67
14606,2775,32.1,27,36.67
14608,2773,32.1,27,36.67
14610,2777,32.1,27,36.67
14612,2774,32.1,27,36.67
14614,2775,32.1,27,36.67
14616,2774,32.1,27,36.67
14618,2773,32.1,27,36.67
14620,2775,32.1,27,36.67
14622,2770,32.1,27,36.67
14624,2775,32.1,27,36.67
14626,2773,32.1,27,36.67
14628,2775,32.1,27,36.67
14630,2778,32.1,27,36.67
14632,2775,32.1,27,36.67
14635,2772,32.1,27,36.67
14637,2775,32.1,27,36.67
14639,2773,32.1,27,36.67
14641,2771,32.1,27,36.67
14643,2775,32.1,27,36.67
14645,2772,32.1,27,36.67
14647,2778,32.1,27,36.67
14649,2771,32.1,27,36.67
14651,2775,32.1,27,36.67
14653,2774,32.1,27,36.67
14655,2774,32.1,27,36.67
14657,2775,32.1,27,36.67
14659,2775,32.1,27,36.67
14661,2773,32.1,27,36.67
14663,2777,32.1,27,36.67
14665,2773,32.1,27,36.67
14667,2773,32.1,27,36.67
14669,2777,32.1,27,36.67
14671,2774,32.1,27,36.67
14673,2777,32.1,27,36.67
14676,2775,32.1,27,36.67
14678,2777,32.1,27,36.67
14680,2770,32.1,27,36.67
14682,2773,32.1,27,36.67
14684,2774,32.1,27,36.67
14686,2777,32.1,27,36.67
14688,2778,32.1,27,36.67
14690,2777,32.1,27,36.67
14692,2775,32.1,27,36.67
14694,2774,32.1,27,36.67
14696,2771,32.1,27,36.67
14698,2774,32.1,27,36.67
14700,2771,32.1,27,36.67
14702,2774,32.1,27,36.67
14704,2774,32.1,27,36.67
14706,2774,32.1,27,36.67
14708,2775,32.1,27,36.67
14710,2770,32.1,27,36.67
14712,2775,32.1,27,36.67
14714,2771,32.1,27,36.67
14717,2774,32.1,27,36.67
14719,2775,32.1,27,36.67
14721,2771,32.1,27,36.67
14723,2774,32.1,27,36.67
14725,2773,32.1,27,36.67
14727,2774,32.1,27,36.67
14729,2777,32.1,27,36.67
14733,2779,32.1,27,36.67
14735,2774,32.1,27,36.67
14737,2774,32.1,27,36.67
14739,2775,32.1,27,36.67
14741,2772,32.1,27,36.67
14743,2775,32.1,27,36.67
14745,2774,32.1,27,36.67
14747,2772,32.1,27,36.67
14749,2778,32.1,27,36.67
14751,2771,32.1,27,36.67
14753,2770,32.1,27,36.67
14755,2775,32.1,27,36.67
14758,2775,32.1,27,36.67
14760,2775,32.1,27,36.67
14762,2773,32.1,27,36.67
14764,2773,32.1,27,36.67
14766,2777,32.1,27,36.67
14768,2775,32.1,27,36.67
14770,2773,32.1,27,36.67
14772,2770,32.1,27,36.67
14774,2775,32.1,27,36.67
14776,2774,32.1,27,36.67
14778,2774,32.1,27,36.67
14780,2774,32.1,27,36.67
14782,2775,32.1,27,36.67
14784,2778,32.1,27,36.67
14786,2768,32.1,27,36.67
14788,2773,32.1,27,36.67
14790,2773,32.1,27,36.67
14792,2774,32.1,27,36.67
14794,2772,32.1,27,36.67
14796,2771,32.1,27,36.67
14799,2774,32.1,27,36.67
14801,2774,32.1,27,36.67
14803,2771,32.1,27,36.67
14805,2771,32.1,27,36.67
14807,2775,32.1,27,36.67
14809,2777,32.1,27,36.67
14811,2775,32.1,27,36.67
14813,2768,32.1,27,36.67
14815,2772,32.1,27,36.67
14817,2775,32.1,27,36.67
14819,2775,32.1,27,36.67
14821,2774,32.1,27,36.67
14823,2775,32.1,27,36.67
14825,2771,32.1,27,36.67
14827,2770,32.1,27,36.67
14829,2775,32.1,27,36.67
14831,2773,32.1,27,36.67
14833,2775,32.1,27,36.67
14835,2771,32.1,27,36.67
14837,2774,32.1,27,36.67
14840,2773,32.1,27,36.67
14842,2774,32.1,27,36.67
14844,2775,32.1,27,36.67
14846,2777,32.1,27,36.67
14848,2777,32.1,27,36.67
14850,2775,32.1,27,36.67
14852,2775,32.1,27,36.67
14854,2775,32.1,27,36.67
14856,2775,32.1,27,36.67
14858,2775,32.1,27,36.67
14860,2768,32.1,27,36.67
14862,2773,32.1,27,36.67
14864,2774,32.1,27,36.67
14866,2778,32.1,27,36.67
14868,2775,32.1,27,36.67
14870,2774,32.1,27,36.67
14872,2778,32.1,27,36.67
14874,2774,32.1,27,36.67
14876,2777,32.1,27,36.67
14878,2777,32.1,27,36.67
14881,2778,32.1,27,36.67
14883,2773,32.1,27,36.67
14885,2773,32.1,27,36.67
14887,2775,32.1,27,36.67
14889,2779,32.1,27,36.67
14891,2771,32.1,27,36.67
14893,2775,32.1,27,36.67
14895,2775,32.1,27,36.67
14897,2773,32.1,27,36.67
14899,2773,32.1,27,36.67
14901,2775,32.1,27,36.67
14905,2777,32.1,27,36.67
14907,2775,32.1,27,36.67
14909,2775,32.1,27,36.67
14911,2772,32.1,27,36.67
14913,2775,32.1,27,36.67
14915,2774,32.1,27,36.67
14917,2774,32.1,27,36.67
14919,2777,32.1,27,36.67
14922,2773,32.1,27,36.67
14924,2775,32.1,27,36.67
14926,2775,32.1,27,36.67
14930,2774,32.1,27,36.67
14932,2773,32.1,27,36.67
14934,2773,32.1,27,36.67
14938,2775,32.1,27,36.67
14940,2773,32.1,27,36.67
14942,2775,32.1,27,36.67
14944,2774,32.1,27,36.67
14946,2773,32.1,27,36.67
14948,2773,32.1,27,36.67
14950,2777,32.1,27,36.67
14952,2777,32.1,27,36.67
14954,2775,32.1,27,36.67
14956,2775,32.1,27,36.67
14958,2769,32.1,27,36.67
14960,2777,32.1,27,36.67
14963,2771,32.1,27,36.67
14965,2777,32.1,27,36.67
14967,2777,32.1,27,36.67
14969,2778,32.1,27,36.67
14971,2775,32.1,27,36.67
14973,2773,32.1,27,36.67
14975,2775,32.1,27,36.67
14977,2775,32.1,27,36.67
14979,2771,32.1,27,36.67
14983,2771,32.1,27,36.67
14985,2775,32.1,27,36.67
14987,2773,32.1,27,36.67
14989,2773,32.1,27,36.67
14991,2772,32.1,27,36.67
14995,2778,32.1,27,36.67
14997,2773,32.1,27,36.67
14999,2773,32.1,27,36.67
15001,2771,32.1,27,36.67
15004,2772,32.1,27,36.67
15006,2778,32.1,27,36.67
15008,2773,32.1,27,36.67
15010,2774,32.1,27,36.67
15012,2771,32.1,27,36.67
15014,2773,32.1,27,36.67
15016,2773,32.1,27,36.67
15018,2773,32.1,27,36.67
15020,2775,32.1,27,36.67
15022,2774,32.1,27,36.67
15024,2775,32.1,27,36.67
15026,2774,32.1,27,36.67
15028,2774,32.1,27,36.67
15030,2773,32.1,27,36.67
15032,2775,32.1,27,36.67
15034,2775,32.1,27,36.67
15036,2774,32.1,27,36.67
15038,2771,32.1,27,36.67
15040,2777,32.1,27,36.67
15042,2768,32.1,27,36.67
15045,2774,32.1,27,36.67
15047,2774,32.1,27,36.67
15049,2774,32.1,27,36.67
15051,2773,32.1,27,36.67
15053,2775,32.1,27,36.67
15055,2773,32.1,27,36.67
15057,2773,32.1,27,36.67
15059,2775,32.1,27,36.67
15061,2775,32.1,27,36.67
15063,2775,32.1,27,36.67
15065,2778,32.1,27,36.67
15067,2774,32.1,27,36.67
15069,2768,32.1,27,36.67
15071,2771,32.1,27,36.67
15073,2774,32.1,27,36.67
15075,2773,32.1,27,36.67
15077,2785,32.1,27,36.67
15079,2774,32.1,27,36.67
15081,2774,32.1,27,36.67
15083,2773,32.1,27,36.67
15086,2773,32.1,27,36.67
15088,2774,32.1,27,36.67
15090,2775,32.1,27,36.67
15092,2773,32.1,27,36.67
15094,2774,32.1,27,36.67
15096,2770,32.1,27,36.67
15098,2773,32.1,27,36.67
15100,2775,32.1,27,36.67
15102,2773,32.1,27,36.67
15104,2774,32.1,27,36.67
15106,2775,32.1,27,36.67
15108,2771,32.1,27,36.67
15110,2773,32.1,27,36.67
15112,2774,32.1,27,36.67
15114,2775,32.1,27,36.67
15116,2775,32.1,27,36.67
15118,2771,32.1,27,36.67
15120,2771,32.1,27,36.67
15122,2773,32.1,27,36.67
15124,2774,32.1,27,36.67
15127,2777,32.1,27,36.67
15131,2774,32.1,27,36.67
15133,2775,32.1,27,36.67
15135,2772,32.1,27,36.67
15137,2768,32.1,27,36.67
15139,2773,32.1,27,36.67
15141,2773,32.1,27,36.67
15143,2773,32.1,27,36.67
15145,2775,32.1,27,36.67
15147,2775,32.1,27,36.67
15149,2774,32.1,27,36.67
15151,2775,32.1,27,36.67
15153,2774,32.1,27,36.67
15155,2779,32.1,27,36.67
15157,2774,32.1,27,36.67
15159,2771,32.1,27,36.67
15161,2774,32.1,27,36.67
15163,2775,32.1,27,36.67
15165,2775,32.1,27,36.67
15168,2775,32.1,27,36.67
15170,2775,32.1,27,36.67
15172,2774,32.1,27,36.67
15174,2775,32.1,27,36.67
15176,2771,32.1,27,36.67
15178,2775,32.1,27,36.67
15180,2775,32.1,27,36.67
15182,2771,32.1,27,36.67
15184,2770,32.1,27,36.67
15186,2776,32.1,27,36.67
15188,2770,32.1,27,36.67
15190,2773,32.1,27,36.67
15192,2773,32.1,27,36.67
15194,2778,32.1,27,36.67
15196,2769,32.1,27,36.67
15198,2773,32.1,27,36.67
15200,2774,32.1,27,36.67
15202,2773,32.1,27,36.67
15204,2774,32.1,27,36.67
15206,2775,32.1,27,36.67
15209,2775,32.1,27,36.67
15211,2773,32.1,27,36.67
15213,2774,32.1,26,36.67
15215,2769,32.1,27,36.67
15217,2781,32.1,27,36.67
15219,2771,32.1,27,36.67
15221,2774,32.1,27,36.67
15223,2773,32.1,27,36.67
15225,2774,32.1,27,36.67
15227,2774,32.1,26,36.67
15229,2769,32.1,27,36.67
15231,2771,32.1,26,36.67
15233,2773,32.1,27,36.67
15235,2774,32.1,27,36.67
15237,2773,32.1,27,36.67
15239,2774,32.1,27,36.67
15241,2775,32.1,27,36.67
15243,2774,32.1,27,36.67
15245,2773,32.1,27,36.67
15247,2775,32.1,27,36.67
15250,2773,32.1,27,36.67
15252,2771,32.1,27,36.67
15254,2772,32.1,27,36.67
15256,2771,32.1,27,36.67
15258,2773,32.1,27,36.67
15260,2777,32.1,27,36.67
15262,2773,32.1,27,36.67
15264,2775,32.1,27,36.67
15266,2783,32.1,27,36.67
15268,2775,32.1,27,36.67
15270,2773,32.1,27,36.67
15272,2773,32.1,27,36.67
15274,2773,32.1,27,36.67
15276,2768,32.1,27,36.67
15278,2773,32.1,27,36.67
15280,2775,32.1,27,36.67
15282,2774,32.1,27,36.67
15284,2773,32.1,27,36.67
15286,2769,32.1,27,36.67
15288,2773,32.1,27,36.67
15291,2775,32.1,27,36.67
15293,2774,32.1,27,36.67
15295,2775,32.1,27,36.67
15297,2775,32.1,27,36.67
15299,2773,32.1,26,36.67
15301,2770,32.1,27,36.67
15303,2773,32.1,27,36.67
15305,2773,32.1,27,36.67
15307,2775,32.1,27,36.67
15309,2775,32.1,27,36.67
15311,2779,32.1,27,36.67
15315,2772,32.1,27,36.67
15317,2773,32.1,27,36.67
15319,2773,32.1,27,36.67
15321,2779,32.1,27,36.67
15323,2773,32.1,27,36.67
15325,2771,32.1,27,36.67
15327,2778,32.1,27,36.67
15329,2775,32.1,27,36.67
15332,2775,32.1,27,36.67
15334,2773,32.1,27,36.67
15336,2775,32.1,27,36.67
15338,2777,32.1,27,36.67
15340,2774,32.1,27,36.67
15342,2773,32.1,27,36.67
15344,2777,32.1,27,36.67
15346,2771,32.1,27,36.67
15348,2775,32.1,27,36.67
15350,2772,32.1,27,36.67
15352,2773,32.1,27,36.67
15354,2773,32.1,27,36.67
15356,2772,32.1,27,36.67
15358,2775,32.1,27,36.67
15360,2774,32.1,27,36.67
15362,2774,32.1,27,36.67
15364,2773,32.1,27,36.67
15366,2773,32.1,27,36.67
15368,2773,32.1,27,36.67
15370,2775,32.1,27,36.67
15373,2773,32.1,27,36.67
15375,2771,32.1,27,36.67
15377,2771,32.1,27,36.67
15379,2777,32.1,27,36.67
15381,2774,32.1,27,36.67
15383,2773,32.1,27,36.67
15385,2775,32.1,27,36.67
15387,2777,32.1,27,36.67
15389,2774,32.1,27,36.67
15391,2772,32.1,27,36.67
15393,2774,32.1,27,36.67
15395,2775,32.1,27,36.67
15397,2771,32.1,26,36.67
15399,2775,32.1,26,36.67
15401,2777,32.1,26,36.67
15403,2773,32.1,27,36.67
15405,2774,32.1,27,36.67
15407,2775,32.1,27,36.67
15409,2773,32.1,27,36.67
15411,2773,32.1,27,36.67
15414,2772,32.1,27,36.67
15416,2775,32.1,27,36.67
15418,2775,32.1,26,36.67
15420,2771,32.1,26,36.67
15422,2774,32.1,26,36.67
15424,2771,32.1,26,36.67
15426,2770,32.1,26,36.67
15428,2771,32.1,27,36.67
15430,2775,32.1,27,36.67
15432,2771,32.1,27,36.67
15434,2774,32.1,26,36.67
15436,2771,32.1,27,36.67
15438,2774,32.1,27,36.67
15440,2775,32.1,27,36.67
15442,2774,32.1,27,36.67
15444,2771,32.1,27,36.67
15446,2770,32.1,27,36.67
15448,2775,32.1,27,36.67
15450,2770,32.1,27,36.67
15452,2770,32.1,27,36.67
15455,2775,32.1,27,36.67
15457,2775,32.1,27,36.67
15459,2774,32.1,27,36.67
15461,2777,32.1,26,36.67
15463,2773,32.1,27,36.67
15465,2773,32.1,27,36.67
15467,2775,32.1,26,36.67
15469,2773,32.1,26,36.67
15471,2773,32.1,26,36.67
15473,2773,32.1,26,36.67
15475,2774,32.1,26,36.67
15477,2773,32.1,26,36.67
15479,2773,32.1,27,36.67
15481,2773,32.1,27,36.67
15483,2774,32.1,27,36.67
15485,2773,32.1,27,36.67
15487,2777,32.1,27,36.67
15489,2775,32.1,27,36.67
15491,2775,32.1,27,36.67
15493,2773,32.1,27,36.67
15496,2774,32.1,26,36.67
15498,2774,32.1,26,36.67
15500,2774,32.1,26,36.67
15502,2774,32.1,26,36.67
15504,2773,32.1,26,36.67
15506,2775,32.1,26,36.67
15508,2768,32.1,26,36.67
15510,2773,32.1,26,36.67
15512,2770,32.1,26,36.67
15514,2773,32.1,26,36.67
15516,2774,32.1,26,36.67
15518,2773,32.1,27,36.67
15520,2771,32.1,27,36.67
15522,2774,32.1,27,36.67
15524,2769,32.1,27,36.67
15526,2771,32.1,26,36.67
15528,2773,32.1,27,36.67
15530,2773,32.1,27,36.67
15532,2773,32.1,27,36.67
15534,2773,32.1,27,36.67
15537,2771,32.1,27,36.67
15539,2771,32.1,27,36.67
15541,2774,32.1,27,36.67
15543,2773,32.1,27,36.67
15545,2773,32.1,27,36.67
15547,2770,32.1,27,36.67
15549,2775,32.1,27,36.67
15553,2770,32.1,27,36.67
15555,2779,32.1,27,36.67
15557,2770,32.1,27,36.67
15559,2771,32.1,27,36.67
15561,2774,32.1,26,36.67
15563,2768,32.1,26,36.67
15565,2773,32.1,26,36.67
15567,2774,32.1,27,36.67
15569,2776,32.1,26,36.67
15571,2773,32.1,26,36.67
15573,2775,32.1,26,36.67
15575,2771,32.1,26,36.67
15578,2770,32.1,26,36.67
15580,2770,32.1,26,36.67
15582,2770,32.1,26,36.67
15584,2775,32.1,26,36.67
15586,2774,32.1,26,36.67
15588,2769,32.1,26,36.67
15590,2769,32.1,26,36.67
15592,2772,32.1,26,36.67
15594,2772,32.1,26,36.67
15596,2773,32.1,26,36.67
15598,2771,32.1,27,36.67
15600,2773,32.1,27,36.67
15602,2774,32.1,27,36.67
15604,2771,32.1,27,36.67
15606,2772,32.1,27,36.67
15608,2777,32.1,27,36.67
15610,2777,32.1,27,36.67
15612,2781,32.1,27,36.67
15614,2778,32.1,27,36.67
15616,2775,32.1,27,36.67
15619,2775,32.1,27,36.67
15621,2778,32.1,27,36.67
15623,2778,32.1,27,36.67
15625,2765,32.1,27,36.67
15627,2778,32.1,27,36.67
15629,2774,32.1,27,36.67
15631,2775,32.1,27,36.67
15633,2779,32.1,27,36.67
15635,2780,32.1,27,36.67
15637,2775,32.1,27,36.67
15639,2773,32.1,27,36.67
15641,2771,32.1,27,36.67
15643,2777,32.1,27,36.67
15645,2775,32.1,27,36.67
15647,2775,32.1,27,36.67
15649,2775,32.1,27,36.67
15651,2775,32.1,27,36.67
15653,2780,32.1,27,36.67
15655,2775,32.1,27,36.67
15657,2777,32.1,27,36.67
15660,2770,32.1,27,36.67
15662,2778,32.1,27,37.5
15664,2776,32.1,27,36.67
15666,2777,32.1,27,36.67
15668,2777,32.1,27,36.67
15670,2759,32.1,27,37.5
15672,2774,32.1,27,37.5
15674,2778,32.1,27,36.67
15676,2777,32.1,27,36.67
15678,2779,32.1,27,36.67
15680,2772,32.1,27,36.67
15682,2774,32.1,27,36.67
15684,2778,32.1,27,36.67
15686,2769,32.1,27,36.67
15688,2779,32.1,27,36.67
15690,2778,32.1,27,36.67
15692,2777,32.1,27,36.67
15694,2775,32.1,27,36.67
15696,2775,32.1,27,36.67
15698,2781,32.1,27,36.67
15701,2777,32.1,27,36.67
15703,2778,32.1,27,36.67
15705,2775,32.1,27,36.67
15707,2778,32.1,27,36.67
15709,2777,32.1,27,36.67
15711,2778,32.1,27,36.67
15713,2773,32.1,27,36.67
15715,2773,32.1,27,36.67
15717,2777,32.1,27,36.67
15719,2778,32.1,27,36.67
15721,2778,32.1,27,36.67
15723,2779,32.1,27,36.67
15725,2778,32.1,27,36.67
15727,2778,32.1,27,36.67
15729,2783,32.1,27,36.67
15731,2776,32.1,27,36.67
15733,2775,32.1,27,36.67
15735,2779,32.1,27,36.67
15737,2778,32.1,27,36.67
15739,2777,32.1,27,36.67
15742,2777,32.1,27,36.67
15744,2777,32.1,27,36.67
15746,2775,32.1,27,36.67
15748,2774,32.1,27,36.67
15750,2774,32.1,27,36.67
15752,2779,32.1,27,36.67
15754,2775,32.1,27,36.67
15756,2773,32.1,27,36.67
15758,2775,32.1,27,36.67
15760,2779,32.1,27,36.67
15762,2772,32.1,27,36.67
15764,2781,32.1,27,36.67
15766,2778,32.1,27,36.67
15768,2775,32.1,27,36.67
15770,2777,32.1,27,37.5
15772,2778,32.1,27,36.67
15774,2777,32.1,27,36.67
15776,2779,32.1,27,36.67
15778,2775,32.1,27,36.67
15780,2775,32.1,27,36.67
15783,2778,32.1,27,36.67
15785,2778,32.1,27,36.67
15787,2773,32.1,27,36.67
15789,2771,32.1,27,36.67
15791,2774,32.1,27,36.67
15793,2774,32.1,27,36.67
15795,2774,32.1,27,36.67
15797,2778,32.1,27,37.5
15799,2774,32.1,27,36.67
15801,2773,32.1,27,36.67
15803,2774,32.1,27,36.67
15805,2775,32,27,36.67
15807,2779,32.1,27,36.67
15809,2771,32.1,27,36.67
15811,2777,32.1,27,36.67
15813,2770,32.1,27,36.67
15815,2777,32.1,27,36.67
15817,2778,32.1,27,36.67
15819,2774,32.1,27,36.67
15821,2771,32.1,27,36.67
15824,2778,32.1,27,36.67
15826,2778,32.1,27,36.67
15828,2778,32.1,27,36.67
15830,2775,32.1,27,36.67
15832,2777,32.1,27,36.67
15834,2777,32.1,27,36.67
15836,2777,32.1,27,36.67
15838,2779,32.1,27,36.67
15840,2773,32.1,27,36.67
15842,2775,32.1,27,36.67
15844,2777,32.1,27,36.67
